#     FILENAME=!/raid/scratch/cyborg/SkynetData/Skynet_60333_barnard_33-nb_107271/Cyborg/Skynet_60333_barnard_33-nb_107271_56634.cyb.fits
#     BASENAME=Skynet_60333_barnard_33-nb_107271_56634
#      CONTROL=SKYNET
#     PROJCODE=Skynet_60333_barnard_33-nb_107271
#     DATAROOT=/raid/scratch/cyborg/SkynetData
#      DATADIR=Skynet_60333_barnard_33-nb_107271/Cyborg
#     SCANNAME=2019_06_26_10
#     SRC_NAME=barnard_33-nb
#     OBSERVER=socamrad_21318
#     DATE_OBS=2024-01-24T03:19:52.000
#        OBSID=107271
#      SCANNUM=56634
#          MJD=60333.1408
#          UTC=12168
#     SCANTYPE=ralongmap
#     DATAMODE=HIRES
#     RECEIVER=Rx1_2
#     TUNEFREQ=1406.2600
# Actual_FREQ1=1421.8850
# Actual_FREQ2=1406.2600
#    LO1Tuning=6856.260
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#        NCHAN=1024 
#    STARTCHAN=51 
#     STOPCHAN=972 
#         TAVE=0.1470
#         TBIN=0.00000000
#       ACCLEN=0.00000000
#        FOCUS=37.0489
#       RA,DEC=05:32:14.91, -04:40:06.56 
#      RA(hrs)=5.537480
#     DEC(deg)=-4.668490
#    AZIM(deg)=193.492
#    ELEV(deg)=45.838
#     COORDREF=RA_DEC_
#         HREF=85.245400
#         VREF=-2.458300
#      RADESYS=FK5
#       OFFSYS=AZEL
#      EQUINOX=2000.00
#     IFATTENS=11.00, 12.00
#   BALANCELEV=1.200
#   POWER_XLYR=1.724, 2.231
#       VELDEF=RADI-OBS
#     VELOCITY=0.000
#         NPOL=2
#      POLMODE=Linear
#      POLTYPE=
#      WARNING=None
#     CRYOTEMP=289
#      BOXTEMP=23
#     NOISECAL=HI
#       PRECAL=2
#      POSTCAL=2
#    TCAL_XL1=9.1665
#    TCAL_YR1=10.0295
#    TCAL_XL2=9.1530
#    TCAL_YR2=9.9400
#     TRX_XL1=7.4595
#     TRX_YR1=7.4595
#     TRX_XL2=8.0030
#     TRX_YR2=8.0030
#Freq1(MHz)          XL1          YR1  Freq2(MHz)          XL2          YR2 
   1419.39782     312.2838     308.5027   1403.77282     317.8954     315.6803
   1419.38256     312.1143     308.4797   1403.75756     317.7976     316.0083
   1419.36730     312.0243     308.0421   1403.74230     317.3652     316.3492
   1419.35204     311.8061     307.5284   1403.72704     317.7368     316.5666
   1419.33678     311.9061     307.6711   1403.71178     317.3036     316.1786
   1419.32152     311.8516     307.4978   1403.69652     317.3124     316.5878
   1419.30626     312.0469     307.1052   1403.68126     317.2089     316.8723
   1419.29101     311.4180     306.9385   1403.66601     316.8426     316.6628
   1419.27575     312.0071     306.4831   1403.65075     316.9698     317.0977
   1419.26049     311.6111     306.5934   1403.63549     316.7409     317.4139
   1419.24523     311.4318     306.2285   1403.62023     316.7199     317.4543
   1419.22997     311.4542     306.2214   1403.60497     316.6592     317.3934
   1419.21471     311.1909     306.0269   1403.58971     316.4144     317.7914
   1419.19945     311.3771     305.6327   1403.57445     316.3666     317.7380
   1419.18419     310.9509     305.2849   1403.55919     316.0666     318.0993
   1419.16894     311.1137     305.0680   1403.54394     316.0151     317.8608
   1419.15368     311.2550     304.8788   1403.52868     316.1290     318.6300
   1419.13842     310.8962     304.8730   1403.51342     315.7662     318.5900
   1419.12316     310.2326     304.4697   1403.49816     315.6340     318.8879
   1419.10790     310.2865     304.2433   1403.48290     315.7583     318.9276
   1419.09264     310.4720     303.8701   1403.46764     314.9940     319.2002
   1419.07738     310.2014     303.4683   1403.45238     315.1162     319.0098
   1419.06212     310.4634     303.4632   1403.43712     315.1677     319.6817
   1419.04687     310.3363     303.4743   1403.42187     315.0701     320.0242
   1419.03161     310.1791     303.0954   1403.40661     314.9933     320.5133
   1419.01635     309.9188     302.9979   1403.39135     315.0732     320.6167
   1419.00109     309.7586     302.9463   1403.37609     314.7839     320.7626
   1418.98583     309.8289     302.6309   1403.36083     314.8361     320.7374
   1418.97057     309.2189     302.2389   1403.34557     314.5145     321.0245
   1418.95531     309.2854     301.9050   1403.33031     314.7487     321.2457
   1418.94005     309.1745     302.0538   1403.31505     314.6564     321.5446
   1418.92479     309.0551     301.5749   1403.29979     314.3552     321.8391
   1418.90954     309.0257     301.4775   1403.28454     314.3140     321.6490
   1418.89428     308.7534     301.3580   1403.26928     314.2851     321.8576
   1418.87902     308.6305     301.1953   1403.25402     313.9507     322.3161
   1418.86376     308.6965     300.9541   1403.23876     314.0482     322.6917
   1418.84850     308.5051     300.2597   1403.22350     313.9862     322.8811
   1418.83324     307.9767     300.9538   1403.20824     313.8912     322.9480
   1418.81798     308.0188     300.1767   1403.19298     313.5767     323.4059
   1418.80272     307.5371     300.2082   1403.17772     313.7009     323.6487
   1418.78747     307.5229     299.9505   1403.16247     313.5641     323.5580
   1418.77221     307.6113     299.9909   1403.14721     313.7005     324.3183
   1418.75695     307.0034     299.6571   1403.13195     313.1815     324.2964
   1418.74169     307.1479     299.7187   1403.11669     313.4920     324.7390
   1418.72643     307.4504     299.5825   1403.10143     313.2854     325.1273
   1418.71117     307.1494     299.2089   1403.08617     313.0491     325.2321
   1418.69591     306.7342     298.7997   1403.07091     312.8235     325.8658
   1418.68065     306.2485     298.7702   1403.05565     312.9648     325.8347
   1418.66540     306.0692     298.4113   1403.04040     313.0427     326.2477
   1418.65014     306.4091     298.3834   1403.02514     312.7094     326.4653
   1418.63488     306.2104     298.6441   1403.00988     312.8422     326.6501
   1418.61962     305.5544     298.1735   1402.99462     312.7130     327.1589
   1418.60436     305.7825     298.1702   1402.97936     312.8591     327.5084
   1418.58910     305.6309     297.7583   1402.96410     312.3682     327.7631
   1418.57384     305.4988     297.9346   1402.94884     312.7749     327.9743
   1418.55858     305.2561     297.5201   1402.93358     312.8078     328.2771
   1418.54333     305.1380     297.0070   1402.91833     312.3498     328.8632
   1418.52807     304.3645     297.1803   1402.90307     312.8940     328.5674
   1418.51281     304.7497     297.2735   1402.88781     312.7010     329.3664
   1418.49755     304.4667     297.1377   1402.87255     312.3210     329.6337
   1418.48229     304.3025     296.6987   1402.85729     312.3845     329.5888
   1418.46703     304.0432     296.6658   1402.84203     312.1808     330.2067
   1418.45177     303.9565     296.1846   1402.82677     312.1825     330.9794
   1418.43651     303.4060     296.3655   1402.81151     312.3030     330.6931
   1418.42125     303.3554     296.3187   1402.79625     312.5010     330.9985
   1418.40600     303.3679     295.8398   1402.78100     312.0792     331.8487
   1418.39074     303.0025     296.0988   1402.76574     311.8470     332.1727
   1418.37548     302.4500     295.8876   1402.75048     311.9626     332.1137
   1418.36022     302.8058     295.6054   1402.73522     312.2487     332.4013
   1418.34496     301.8420     295.5862   1402.71996     311.9545     332.8805
   1418.32970     302.3170     295.5679   1402.70470     311.9306     333.0475
   1418.31444     301.7806     295.2539   1402.68944     311.8260     333.2392
   1418.29918     301.5251     295.0628   1402.67418     311.9769     334.0305
   1418.28393     301.2771     295.4386   1402.65893     312.0433     334.2915
   1418.26867     300.8954     294.5746   1402.64367     311.8824     334.9217
   1418.25341     300.7619     294.6063   1402.62841     311.8358     334.9794
   1418.23815     300.8676     294.9844   1402.61315     311.8882     335.2572
   1418.22289     300.4658     294.5333   1402.59789     312.0197     335.7686
   1418.20763     300.1848     294.8564   1402.58263     311.5408     336.0966
   1418.19237     300.1105     294.4255   1402.56737     312.0170     336.5825
   1418.17711     299.7169     294.5327   1402.55211     311.9536     336.9396
   1418.16186     299.7949     294.5061   1402.53686     311.8912     337.1283
   1418.14660     299.4590     294.1701   1402.52160     312.1894     337.9225
   1418.13134     298.8780     294.1219   1402.50634     312.6377     338.7132
   1418.11608     298.4338     293.8197   1402.49108     312.0206     338.2773
   1418.10082     298.6183     293.7545   1402.47582     312.2669     338.9873
   1418.08556     298.4771     294.0626   1402.46056     312.2160     338.8769
   1418.07030     298.2783     293.6705   1402.44530     312.0838     339.4336
   1418.05504     297.7485     293.6440   1402.43004     311.9789     339.8887
   1418.03979     297.4886     293.8973   1402.41479     311.9944     340.0593
   1418.02453     297.1596     293.3643   1402.39953     312.3291     340.6008
   1418.00927     296.5684     293.2322   1402.38427     311.7160     340.7686
   1417.99401     296.8769     293.0017   1402.36901     312.0982     341.4738
   1417.97875     296.7763     293.1784   1402.35375     311.9157     341.6195
   1417.96349     296.3198     293.1201   1402.33849     312.1671     342.2594
   1417.94823     295.9848     292.7777   1402.32323     312.3115     342.3398
   1417.93297     295.5678     292.7942   1402.30797     312.2529     342.7086
   1417.91771     294.8105     292.6751   1402.29271     312.0644     343.2780
   1417.90246     294.9245     292.6959   1402.27746     311.9778     343.1829
   1417.88720     294.8066     292.8271   1402.26220     312.0009     344.4903
   1417.87194     294.7189     292.7534   1402.24694     312.1311     344.5266
   1417.85668     294.0343     292.5710   1402.23168     312.2646     344.6510
   1417.84142     294.0124     292.3250   1402.21642     312.1830     345.0239
   1417.82616     293.2386     292.2058   1402.20116     312.5013     345.6338
   1417.81090     293.1363     292.1177   1402.18590     312.2079     346.2499
   1417.79564     292.6841     292.3229   1402.17064     312.2321     346.4840
   1417.78039     292.4674     292.0843   1402.15539     312.6247     346.9579
   1417.76513     292.4936     291.9739   1402.14013     312.4208     347.5309
   1417.74987     291.7541     292.2492   1402.12487     312.5246     347.3440
   1417.73461     291.5165     291.7800   1402.10961     312.2780     347.8551
   1417.71935     291.6342     291.5036   1402.09435     312.3578     348.5657
   1417.70409     290.7759     291.4624   1402.07909     312.4323     348.6232
   1417.68883     290.6518     291.8024   1402.06383     312.5942     349.0312
   1417.67357     290.1724     291.2143   1402.04857     312.5223     349.6683
   1417.65832     289.9833     291.6194   1402.03332     312.4431     350.1516
   1417.64306     289.9009     291.3804   1402.01806     312.6693     350.5669
   1417.62780     289.2323     291.2342   1402.00280     312.7937     350.1685
   1417.61254     288.6652     291.0981   1401.98754     312.5478     351.0701
   1417.59728     288.4361     290.8798   1401.97228     312.6392     351.1843
   1417.58202     288.4789     291.0650   1401.95702     312.6366     351.8570
   1417.56676     287.9001     290.6448   1401.94176     312.5402     352.7656
   1417.55150     287.5370     290.7518   1401.92650     312.2966     352.5071
   1417.53625     287.3440     290.6446   1401.91125     312.3572     352.6560
   1417.52099     287.0425     290.5541   1401.89599     312.9498     353.2863
   1417.50573     286.2159     290.5298   1401.88073     312.4928     353.6838
   1417.49047     285.8636     290.6367   1401.86547     312.7500     354.4037
   1417.47521     285.3235     290.0969   1401.85021     312.7608     354.2171
   1417.45995     285.1078     290.1840   1401.83495     312.2697     354.5531
   1417.44469     284.8413     290.0375   1401.81969     312.2987     355.4528
   1417.42943     284.6762     289.6154   1401.80443     312.6987     355.3176
   1417.41417     284.0243     289.9244   1401.78917     312.0397     355.7931
   1417.39892     283.5947     289.7610   1401.77392     312.2188     356.1877
   1417.38366     282.9887     289.7292   1401.75866     312.5421     356.6262
   1417.36840     282.6663     289.7179   1401.74340     312.6237     356.6910
   1417.35314     282.5763     289.0047   1401.72814     312.5367     357.2453
   1417.33788     281.9883     289.4807   1401.71288     312.3173     357.3397
   1417.32262     281.6998     288.8146   1401.69762     312.1834     357.8219
   1417.30736     280.8589     288.7260   1401.68236     312.0498     358.3941
   1417.29210     280.3716     288.5870   1401.66710     312.4513     358.6201
   1417.27685     279.7726     288.3021   1401.65185     312.2513     358.6176
   1417.26159     279.2200     287.8888   1401.63659     312.2651     358.8426
   1417.24633     279.4022     288.4515   1401.62133     312.1053     359.4218
   1417.23107     278.7819     288.0818   1401.60607     311.6422     359.9394
   1417.21581     278.5839     287.8293   1401.59081     311.8707     359.9454
   1417.20055     277.9748     287.8290   1401.57555     312.0016     360.2197
   1417.18529     276.9273     287.3572   1401.56029     311.4582     360.4399
   1417.17003     276.6841     287.3441   1401.54503     312.0388     360.0102
   1417.15478     276.4608     287.2544   1401.52978     311.5425     360.8462
   1417.13952     275.9432     287.0862   1401.51452     311.7445     361.0776
   1417.12426     275.1866     286.5961   1401.49926     311.6939     361.5901
   1417.10900     274.4862     286.8066   1401.48400     311.2117     361.6287
   1417.09374     274.2317     286.4213   1401.46874     311.2698     361.6888
   1417.07848     273.6857     285.9867   1401.45348     311.2982     361.6889
   1417.06322     273.0380     286.0424   1401.43822     310.8338     361.8033
   1417.04796     272.6816     285.8515   1401.42296     311.0623     362.2905
   1417.03271     272.0419     285.5876   1401.40771     310.6472     362.7454
   1417.01745     271.4218     285.4944   1401.39245     311.0861     362.7750
   1417.00219     271.0108     284.8586   1401.37719     310.6195     362.7477
   1416.98693     270.3483     284.9623   1401.36193     310.0929     362.7031
   1416.97167     269.6840     284.5713   1401.34667     310.4855     363.3113
   1416.95641     269.2422     284.4301   1401.33141     310.3862     363.3532
   1416.94115     268.7896     284.2611   1401.31615     310.2482     362.8331
   1416.92589     267.9358     283.8115   1401.30089     309.9054     363.5005
   1416.91063     267.2797     283.5689   1401.28563     309.4595     363.6018
   1416.89538     267.0080     282.9284   1401.27038     308.9922     363.7992
   1416.88012     266.4720     282.6869   1401.25512     309.5053     363.6653
   1416.86486     265.6378     282.7638   1401.23986     308.8126     363.6343
   1416.84960     265.0634     282.8205   1401.22460     309.0457     363.9685
   1416.83434     264.4295     281.9639   1401.20934     308.6951     363.8306
   1416.81908     263.9344     281.8596   1401.19408     308.1155     363.8771
   1416.80382     263.5524     281.2902   1401.17882     308.0753     363.9325
   1416.78856     262.7005     281.1838   1401.16356     307.8464     364.2285
   1416.77331     261.9074     280.4856   1401.14831     307.7774     363.6247
   1416.75805     261.0868     280.2361   1401.13305     307.0699     363.9374
   1416.74279     260.3944     280.1026   1401.11779     306.9474     363.8368
   1416.72753     259.7941     279.4645   1401.10253     306.8951     363.8403
   1416.71227     259.2870     279.1949   1401.08727     306.4004     363.3389
   1416.69701     258.3572     278.8247   1401.07201     306.3991     363.7594
   1416.68175     257.9891     278.3744   1401.05675     306.1105     363.3878
   1416.66649     257.3168     278.0638   1401.04149     305.7102     363.5954
   1416.65124     256.2585     277.7511   1401.02624     305.2284     363.5570
   1416.63598     255.6636     277.2368   1401.01098     304.8204     363.3998
   1416.62072     254.8761     276.5220   1400.99572     304.4289     363.1464
   1416.60546     254.4010     276.3613   1400.98046     304.2713     363.0818
   1416.59020     253.5837     276.1197   1400.96520     304.0173     362.8880
   1416.57494     252.4515     275.4178   1400.94994     303.8985     362.7924
   1416.55968     252.1938     275.2324   1400.93468     303.4557     362.4298
   1416.54442     251.2426     274.7271   1400.91942     302.7521     362.4438
   1416.52917     250.4370     274.2483   1400.90417     302.4519     361.7333
   1416.51391     249.6788     273.6545   1400.88891     301.8780     361.6316
   1416.49865     249.2289     272.6766   1400.87365     301.1903     361.5629
   1416.48339     248.3682     272.5577   1400.85839     300.6267     361.2045
   1416.46813     247.4114     271.9939   1400.84313     301.2934     360.7895
   1416.45287     246.6953     271.5204   1400.82787     300.5075     360.6459
   1416.43761     245.7102     270.8284   1400.81261     299.8012     360.3467
   1416.42235     245.1412     270.2804   1400.79735     299.2340     359.9619
   1416.40709     244.3684     270.0272   1400.78209     298.8349     359.6032
   1416.39184     243.3465     269.2679   1400.76684     298.5175     359.0200
   1416.37658     242.6196     268.6161   1400.75158     297.8095     358.8034
   1416.36132     241.9181     268.3114   1400.73632     297.2578     357.9765
   1416.34606     240.7733     267.7258   1400.72106     296.5743     358.2766
   1416.33080     239.9834     266.8681   1400.70580     296.4065     357.4638
   1416.31554     239.3830     266.0471   1400.69054     295.6216     356.8029
   1416.30028     238.3503     265.3487   1400.67528     295.0074     356.5539
   1416.28502     237.4362     264.6778   1400.66002     294.2437     356.0932
   1416.26977     236.4427     264.5844   1400.64477     294.0469     355.2468
   1416.25451     235.5869     263.8849   1400.62951     293.0844     354.8374
   1416.23925     234.7130     262.7615   1400.61425     292.6988     353.9038
   1416.22399     233.9616     262.3899   1400.59899     291.9688     354.1525
   1416.20873     233.0219     261.5105   1400.58373     291.3515     353.3297
   1416.19347     231.9708     260.7712   1400.56847     290.6187     352.7422
   1416.17821     231.1224     260.0714   1400.55321     290.0671     351.9940
   1416.16295     230.5158     259.5534   1400.53795     289.6022     351.2334
   1416.14770     229.4498     258.3273   1400.52270     288.6680     350.5849
   1416.13244     228.4085     257.6137   1400.50744     287.9192     349.9556
   1416.11718     227.3420     257.2359   1400.49218     287.1294     349.3867
   1416.10192     226.6455     256.4689   1400.47692     286.4420     348.7805
   1416.08666     225.7300     255.5488   1400.46166     285.8904     347.7768
   1416.07140     224.7447     254.6264   1400.44640     285.1355     347.0638
   1416.05614     223.4768     253.9404   1400.43114     284.1305     346.6205
   1416.04088     222.8022     252.8436   1400.41588     283.7543     345.4322
   1416.02562     221.5258     252.3488   1400.40062     282.7319     344.8287
   1416.01037     220.6817     251.5328   1400.38537     281.9123     344.0283
   1415.99511     219.8972     250.6335   1400.37011     281.2759     343.0941
   1415.97985     218.8733     249.9907   1400.35485     280.4951     342.0149
   1415.96459     218.0354     248.8513   1400.33959     279.4507     341.5438
   1415.94933     217.1529     248.1196   1400.32433     278.2845     340.5081
   1415.93407     215.7404     246.6579   1400.30907     277.9989     339.3423
   1415.91881     214.8606     246.1971   1400.29381     276.7638     338.6185
   1415.90355     213.8575     245.4201   1400.27855     276.0085     337.5410
   1415.88830     212.8568     244.5133   1400.26330     274.8858     336.7082
   1415.87304     211.8870     243.4136   1400.24804     274.4463     335.7433
   1415.85778     210.7558     242.6907   1400.23278     273.3362     334.7278
   1415.84252     209.8953     241.8058   1400.21752     272.2455     333.9661
   1415.82726     208.6609     240.7423   1400.20226     271.6102     332.8522
   1415.81200     207.5454     239.5936   1400.18700     270.3207     331.8112
   1415.79674     206.6785     238.4628   1400.17174     269.8947     330.8944
   1415.78148     205.8469     237.8016   1400.15648     268.3480     329.8209
   1415.76623     204.3275     236.8389   1400.14123     267.5881     328.7668
   1415.75097     203.5223     235.7326   1400.12597     266.5089     327.6693
   1415.73571     202.6522     234.8432   1400.11071     265.3000     326.7132
   1415.72045     201.4965     233.9022   1400.09545     264.7127     325.2632
   1415.70519     200.3609     232.8189   1400.08019     263.8443     323.8440
   1415.68993     199.6324     231.6831   1400.06493     262.5346     323.2461
   1415.67467     198.5983     230.7379   1400.04967     261.7765     321.8813
   1415.65941     197.1946     229.8044   1400.03441     260.3112     320.4287
   1415.64416     196.2739     228.6811   1400.01916     259.5625     319.3402
   1415.62890     195.3262     227.4847   1400.00390     268.4494     319.8324
   1415.61364     194.2730     226.3791   1399.98864     257.3611     317.4050
   1415.59838     193.1940     225.5920   1399.97338     256.2493     315.7583
   1415.58312     192.2172     224.2991   1399.95812     255.2012     314.4529
   1415.56786     191.2233     223.3333   1399.94286     254.2584     313.1461
   1415.55260     190.1784     222.1771   1399.92760     253.1089     312.0541
   1415.53734     189.0052     221.1494   1399.91234     251.8661     310.6219
   1415.52208     188.0631     220.2177   1399.89708     250.8498     309.2829
   1415.50683     186.7952     219.0132   1399.88183     249.3675     308.1863
   1415.49157     185.8481     217.9227   1399.86657     248.7156     306.5693
   1415.47631     184.7347     216.7247   1399.85131     247.3646     305.3733
   1415.46105     183.7046     215.6451   1399.83605     246.2853     304.2502
   1415.44579     182.4678     214.4167   1399.82079     245.1465     302.5637
   1415.43053     181.4669     213.3678   1399.80553     244.0568     301.2650
   1415.41527     180.5521     212.3187   1399.79027     242.5928     299.5285
   1415.40001     179.7083     211.3084   1399.77501     241.5247     298.2856
   1415.38476     178.3704     209.8222   1399.75976     240.4044     297.0824
   1415.36950     177.5411     208.8158   1399.74450     238.9562     295.5103
   1415.35424     176.4908     207.8918   1399.72924     237.8968     294.3289
   1415.33898     175.2230     206.6668   1399.71398     236.4781     292.9303
   1415.32372     174.3692     205.4062   1399.69872     235.8675     291.3615
   1415.30846     173.3875     204.2501   1399.68346     234.4061     289.8078
   1415.29320     172.3796     203.5023   1399.66820     233.2909     288.5504
   1415.27794     171.1411     202.3223   1399.65294     231.8623     287.0183
   1415.26269     170.2030     200.8545   1399.63769     230.9067     285.4636
   1415.24743     169.2791     199.9156   1399.62243     229.6222     284.3601
   1415.23217     168.2721     198.4730   1399.60717     228.4019     282.6443
   1415.21691     167.3192     197.3945   1399.59191     227.3347     281.2888
   1415.20165     166.2437     196.3157   1399.57665     225.9995     279.8604
   1415.18639     165.3345     195.1814   1399.56139     224.8687     278.1880
   1415.17113     164.1565     194.0616   1399.54613     223.5752     276.7058
   1415.15587     163.2350     192.6744   1399.53087     222.2669     274.9590
   1415.14062     162.3347     191.5860   1399.51562     221.1652     273.9970
   1415.12536     161.4688     190.3040   1399.50036     219.7130     272.6005
   1415.11010     160.3682     189.1966   1399.48510     218.7609     270.6799
   1415.09484     159.2645     188.2601   1399.46984     217.3804     269.5920
   1415.07958     158.3600     186.9844   1399.45458     216.1414     267.6743
   1415.06432     157.5223     185.8453   1399.43932     214.9554     266.2423
   1415.04906     156.5794     184.8548   1399.42406     213.7287     264.7981
   1415.03380     155.5630     183.6073   1399.40880     212.8435     263.3780
   1415.01854     154.7842     182.4968   1399.39354     211.3152     261.9280
   1415.00329     153.8678     181.2886   1399.37829     210.2703     260.6138
   1414.98803     152.8816     180.0695   1399.36303     209.0605     259.0309
   1414.97277     151.9797     179.1336   1399.34777     207.8613     257.7374
   1414.95751     150.9995     177.8648   1399.33251     206.5186     256.1791
   1414.94225     150.1410     176.8082   1399.31725     205.5757     254.6682
   1414.92699     149.4486     175.6998   1399.30199     204.4426     253.4652
   1414.91173     148.3908     174.2394   1399.28673     203.1018     251.6101
   1414.89647     147.6155     173.5201   1399.27147     202.2026     250.4429
   1414.88122     146.8161     172.4005   1399.25622     200.6935     248.8131
   1414.86596     145.8813     171.0700   1399.24096     199.5512     247.6181
   1414.85070     145.1140     170.0025   1399.22570     198.4644     245.8722
   1414.83544     144.1789     168.7602   1399.21044     197.3464     244.9583
   1414.82018     143.3290     167.8023   1399.19518     196.2437     243.5061
   1414.80492     142.5648     166.9497   1399.17992     195.0843     242.2753
   1414.78966     141.8176     165.9481   1399.16466     193.9374     240.6050
   1414.77440     141.0208     164.6003   1399.14940     192.7139     238.9915
   1414.75915     140.0426     163.7384   1399.13415     191.7348     237.7931
   1414.74389     139.4748     162.6206   1399.11889     190.2593     236.4943
   1414.72863     138.8180     161.5668   1399.10363     189.4945     235.0480
   1414.71337     138.1833     160.5115   1399.08837     188.5075     233.7046
   1414.69811     137.2605     159.6213   1399.07311     187.3015     232.3664
   1414.68285     136.6053     158.4435   1399.05785     186.3059     231.1187
   1414.66759     135.8996     157.6131   1399.04259     185.1890     229.7785
   1414.65233     135.2156     156.4042   1399.02733     184.3258     228.7823
   1414.63708     134.5492     155.6729   1399.01208     183.1684     227.5377
   1414.62182     133.9960     154.7088   1398.99682     182.2323     226.1960
   1414.60656     133.3864     153.5848   1398.98156     181.1028     224.7845
   1414.59130     132.7517     152.4027   1398.96630     180.2277     223.5611
   1414.57604     132.1803     151.6672   1398.95104     179.3177     222.7002
   1414.56078     131.4955     150.5457   1398.93578     178.3296     221.0654
   1414.54552     130.9466     149.7214   1398.92052     177.1357     219.7230
   1414.53026     130.1288     148.9479   1398.90526     176.3604     219.1619
   1414.51500     129.4089     148.0239   1398.89000     175.3735     217.9847
   1414.49975     129.1228     147.1910   1398.87475     174.4416     216.7105
   1414.48449     128.5540     146.2054   1398.85949     173.6008     215.7248
   1414.46923     128.1213     145.5203   1398.84423     172.8439     214.5756
   1414.45397     127.5649     144.5956   1398.82897     172.0925     213.4236
   1414.43871     126.9814     143.6451   1398.81371     171.1773     212.5693
   1414.42345     126.5930     142.9389   1398.79845     170.3926     211.7029
   1414.40819     126.2355     142.1057   1398.78319     169.5724     210.6565
   1414.39293     125.6974     141.4156   1398.76793     168.4198     209.6783
   1414.37768     125.1918     140.3624   1398.75268     167.8277     208.3783
   1414.36242     124.9318     139.9513   1398.73742     167.1206     207.5702
   1414.34716     124.4268     138.9957   1398.72216     166.4034     206.7238
   1414.33190     123.9888     138.1794   1398.70690     165.6497     205.7752
   1414.31664     123.7123     137.3654   1398.69164     164.8184     204.8396
   1414.30138     123.2944     136.9826   1398.67638     164.1897     204.2055
   1414.28612     122.9350     136.1711   1398.66112     163.7417     203.3170
   1414.27086     122.6929     135.5898   1398.64586     162.9919     202.5543
   1414.25561     122.3030     134.9036   1398.63061     162.3416     201.8958
   1414.24035     122.2995     134.1291   1398.61535     161.7813     201.1533
   1414.22509     121.8119     133.4493   1398.60009     160.9325     200.3427
   1414.20983     121.5791     132.9735   1398.58483     160.6738     199.7405
   1414.19457     121.4046     132.3861   1398.56957     159.9360     199.2119
   1414.17931     121.1477     131.7356   1398.55431     159.3765     198.2315
   1414.16405     120.8483     131.2453   1398.53905     158.9342     197.6935
   1414.14879     120.6735     130.5629   1398.52379     158.3867     197.2572
   1414.13354     120.4648     130.0677   1398.50854     158.1230     196.5201
   1414.11828     120.5575     129.5899   1398.49328     157.4876     196.0434
   1414.10302     120.2753     129.0325   1398.47802     157.1705     195.6015
   1414.08776     120.2037     128.5385   1398.46276     156.5400     195.0397
