#     FILENAME=Skynet_59735_AP_-_ST3_81159_29887.A.spect.cal.txt
#     BASENAME=Skynet_59735_AP_-_ST3_81159_29887
#      CONTROL=SKYNET
#     PROJCODE=Skynet_59735_AP_-_ST3_81159
#     DATAROOT=/raid/scratch/cyborg/SkynetData
#      DATADIR=/raid/scratch/cyborg
#     DATADIR2=/raid/scratch/cyborg/SkynetData/Skynet_59735_AP_-_ST3_81159/Cyb
#     SCANNAME=2022_05_26_22
#     SRC_NAME=AP_-_ST3
#     OBSERVER=socamrad_21318
#     DATE_OBS=2022-06-05T19:37:56.450
#        OBSID=81159
#      SCANNUM=29887
#          MJD=59735.8180145
#          UTC=70676
#     SCANTYPE=ralongmap
#     DATAMODE=HIRES
#     RECEIVER=Rx1_2
#      OBSFREQ=1421.8800
# Actual_FREQ1=1550.0000,
# Actual_FREQ2=1425.0000
#    LO1Tuning=6937.5000
#     RFFILTER=1300_1800
#        OBSBW=-15.6250
#     EFFBANDW=15.6250
#        NCHAN=1024
#    STARTCHAN=51
#     STOPCHAN=972
#         TINT=0.3000
#         TBIN=0.00419430
#       ACCLEN=2048 
#     DURATION=147.00
#     EXPOSURE=98.39
#        FOCUS=37.071
#       RA,DEC=05:30:44.34, 17:17:45.36
#      RA(deg)=85.44407
#     DEC(deg)=19.98307
#   WIDTH(deg)=5.6474x5.8823
#    AZIM(deg)=233.7448
#    ELEV(deg)=62.4715
#     COORDREF=RA_DEC_
#         HREF=85.5000
#         VREF=20.0000
#      RADESYS=FK5
#       OFFSYS=RADEC
#      EQUINOX=2000.00
#     IFATTENS=16.00, 19.00
#   BALANCELEV=1.200 
#   POWER_XLYR=[1.07, 1.38] 
#       VELDEF=RADI-OBS 
#     VELOCITY=0.000 
#         NPOL=2 
#      POLMODE=Linear 
#      POLTYPE=XXYY 
#      WARNING=None 
#     NOISECAL=HI 
#       PRECAL=2 
#      POSTCAL=2 
#     CRYOTEMP=15 
#      BOXTEMP=23 
#         TSYS=XX1:204.96, YY1:158.48
#         TSYS=XX2:37.86, YY2:51.01
#         TCAL=XX1:9.31, YY1:11.00
#         TCAL=XX2:9.18, YY2:10.14
# Calibrated spectra 
#                
#                
#Freq1(MHz)         XX1          YY1   Freq2(MHz)       XX2         YY2 
   1547.10083      68.7898      79.9810    1422.10083      37.7468      76.8348
   1547.08557      68.7809      80.1351    1422.08557      37.8059      76.8266
   1547.07031      69.5885      80.7225    1422.07031      37.7838      76.9860
   1547.05505      69.4330      80.7989    1422.05505      37.8275      76.9436
   1547.03979      68.9242      80.6523    1422.03979      37.8371      76.9793
   1547.02454      62.7718      77.7725    1422.02454      37.8907      76.9709
   1547.00928      57.5834      75.4014    1422.00928      37.9053      77.0447
   1546.99402      72.5919      84.1256    1421.99402      37.9128      76.8710
   1546.97876     201.4652     156.5529    1421.97876      37.8902      76.9950
   1546.96350     386.4995     261.8991    1421.96350      37.9993      77.0240
   1546.94824     424.5182     285.5902    1421.94824      38.0216      76.9001
   1546.93298     428.4509     287.1753    1421.93298      38.0749      77.0052
   1546.91772     427.1452     288.1227    1421.91772      38.0822      77.0216
   1546.90247     432.4829     290.6989    1421.90247      38.0643      76.9825
   1546.88721     426.0897     289.6149    1421.88721      38.1512      77.0315
   1546.87195     426.1567     292.6927    1421.87195      38.2407      77.0097
   1546.85669     423.9371     293.6134    1421.85669      38.2308      77.0100
   1546.84143     413.6501     297.7721    1421.84143      38.2253      76.9051
   1546.82617     295.0705     294.9958    1421.82617      38.2760      76.8521
   1546.81091     156.8874     367.3403    1421.81091      38.2724      77.0511
   1546.79565      80.7114     140.6062    1421.79565      38.2679      76.9297
   1546.78040     117.7176     129.2135    1421.78040      38.4392      76.9198
   1546.76514     202.8923     173.8358    1421.76514      38.4884      76.8213
   1546.74988     228.6295     198.0991    1421.74988      38.4502      76.8216
   1546.73462     227.9012     187.3490    1421.73462      38.4687      76.8450
   1546.71936     226.1579     181.4600    1421.71936      38.5021      76.7410
   1546.70410     226.7476     182.2501    1421.70410      38.5223      76.8571
   1546.68884     226.0328     182.1180    1421.68884      38.6303      76.7095
   1546.67358     224.1394     181.1602    1421.67358      38.6263      76.7441
   1546.65833     223.0666     176.5759    1421.65833      38.6524      76.6885
   1546.64307     217.5733     170.8067    1421.64307      38.7288      76.6319
   1546.62781     165.2877     139.7566    1421.62781      38.7186      76.5696
   1546.61255      84.7270      93.9362    1421.61255      38.6578      76.4401
   1546.59729      76.5937      89.6501    1421.59729      38.7230      76.5277
   1546.58203     206.5619     163.2345    1421.58203      38.8412      76.4199
   1546.56677     485.5854     322.9983    1421.56677      38.8466      76.3613
   1546.55151     573.0398     373.3874    1421.55151      38.8707      76.3546
   1546.53625     583.7758     380.8623    1421.53625      38.8912      76.2044
   1546.52100     577.6693     378.3723    1421.52100      38.9677      76.2716
   1546.50574     587.0517     384.2497    1421.50574      38.9905      76.2123
   1546.49048     584.2806     383.8062    1421.49048      39.0209      76.1399
   1546.47522     576.5049     380.3017    1421.47522      39.0358      75.8716
   1546.45996     570.0796     379.1862    1421.45996      39.0666      76.0398
   1546.44470     567.4995     382.5361    1421.44470      39.1160      75.9686
   1546.42944     422.6192     295.6704    1421.42944      39.1275      75.8660
   1546.41418     147.9917     135.5271    1421.41418      39.1735      75.6874
   1546.39893      66.0543      90.3199    1421.39893      39.1865      75.6372
   1546.38367      57.6795      88.8805    1421.38367      39.2453      75.6429
   1546.36841      55.0732      89.3735    1421.36841      39.3299      75.5436
   1546.35315      52.9667      86.0527    1421.35315      39.3581      75.4057
   1546.33789      52.5806      87.8836    1421.33789      39.3430      75.4044
   1546.32263      51.6684      84.7691    1421.32263      39.4580      75.3559
   1546.30737      52.2819      85.2438    1421.30737      39.4632      75.2426
   1546.29211      56.3769      88.0302    1421.29211      39.4961      75.1182
   1546.27686     170.4937     147.8274    1421.27686      39.4610      75.0155
   1546.26160      68.6931      88.2410    1421.26160      39.5011      74.8371
   1546.24634      52.3677      82.2893    1421.24634      39.5880      74.7741
   1546.23108      51.1764      85.3032    1421.23108      39.5866      74.7926
   1546.21582      50.8587      86.3439    1421.21582      39.7029      74.6608
   1546.20056      50.2941      84.2920    1421.20056      39.6609      74.4769
   1546.18530      51.3544      86.5279    1421.18530      39.7089      74.4210
   1546.17004      49.8704      84.8812    1421.17004      39.7479      74.2155
   1546.15479      49.4979      83.3330    1421.15479      39.7835      74.0826
   1546.13953      49.8818      84.6105    1421.13953      39.7920      74.1458
   1546.12427      48.9515      79.8764    1421.12427      39.8482      73.9884
   1546.10901      48.8455      77.7030    1421.10901      39.8923      73.8858
   1546.09375      51.2875      80.5746    1421.09375      39.9360      73.7585
   1546.07849     121.1136     129.6086    1421.07849      39.9194      73.5390
   1546.06323     139.2128     150.7455    1421.06323      40.0033      73.4282
   1546.04797      69.2043     102.4211    1421.04797      39.9774      73.3526
   1546.03271      61.1559      88.4266    1421.03271      40.0521      73.1893
   1546.01746     178.2567     158.1944    1421.01746      40.0561      73.1284
   1546.00220     204.7563     193.6631    1421.00220      40.0767      72.9030
   1545.98694     294.1862     232.9684    1420.98694      40.1529      72.7186
   1545.97168      54.9722      81.6849    1420.97168      40.1336      72.6948
   1545.95642      60.7744      82.9742    1420.95642      40.2509      72.6497
   1545.94116     324.0253     244.4559    1420.94116      40.2670      72.4180
   1545.92590      92.8653     101.8949    1420.92590      40.2758      72.3218
   1545.91064     143.8746     133.2647    1420.91064      40.2881      72.1438
   1545.89539      84.8404      97.5358    1420.89539      40.3506      72.0001
   1545.88013     213.2502     180.3316    1420.88013      40.3298      71.8894
   1545.86487     275.3576     216.9334    1420.86487      40.4123      71.7277
   1545.84961     122.6715     164.1289    1420.84961      40.4347      71.6557
   1545.83435     252.2431     326.5693    1420.83435      40.4333      71.5288
   1545.81909      60.5404      83.8742    1420.81909      40.5044      71.3441
   1545.80383      68.2890      87.9275    1420.80383      40.5507      71.2373
   1545.78857     143.1178     137.6280    1420.78857      40.5430      70.9979
   1545.77332     498.1282     374.9566    1420.77332      40.6295      70.9289
   1545.75806     705.6879     516.2868    1420.75806      40.6583      70.8121
   1545.74280     752.7259     541.8519    1420.74280      40.6291      70.6927
   1545.72754     744.1054     539.4016    1420.72754      40.7337      70.4774
   1545.71228     749.0157     539.8341    1420.71228      40.8185      70.4064
   1545.69702     754.2981     543.1527    1420.69702      40.7717      70.2724
   1545.68176     734.4842     534.6552    1420.68176      40.8270      70.0917
   1545.66650     734.3388     541.1205    1420.66650      40.9026      69.9663
   1545.65125     734.6564     534.8870    1420.65125      40.9214      69.7288
   1545.63599     640.9448     477.1317    1420.63599      40.9262      69.7018
   1545.62073     331.6016     266.8066    1420.62073      40.9518      69.5907
   1545.60547      94.2701     105.5347    1420.60547      41.1633      69.4642
   1545.59021      60.3569      82.7364    1420.59021      41.1902      69.4071
   1545.57495      54.2849      78.6378    1420.57495      41.3178      69.4272
   1545.55969      51.4175      76.8397    1420.55969      41.4832      69.4061
   1545.54443      49.8061      75.6583    1420.54443      41.6731      69.5772
   1545.52917      48.7125      74.8829    1420.52917      41.8586      69.7753
   1545.51392      48.0192      74.4025    1420.51392      42.1382      70.0154
   1545.49866      47.5079      74.1948    1420.49866      42.4700      70.3651
   1545.48340      47.0405      73.9465    1420.48340      42.8952      70.7911
   1545.46814      46.7654      73.7676    1420.46814      43.4273      71.4505
   1545.45288      46.5301      73.5571    1420.45288      44.1605      72.7028
   1545.43762      46.4067      73.4199    1420.43762      45.2879      74.2605
   1545.42236      46.2758      73.4279    1420.42236      46.6738      76.4171
   1545.40710      46.2986      73.4594    1420.40710      48.7261      79.5150
   1545.39185      46.6301      73.6048    1420.39185      52.0215      84.8004
   1545.37659      46.7811      73.8080    1420.37659      56.6879      92.4789
   1545.36133      47.2160      74.0523    1420.36133      63.6802     103.8411
   1545.34607      47.7165      74.5321    1420.34607      76.6670     125.0449
   1545.33081      50.1103      76.1856    1420.33081      97.7882     159.6660
   1545.31555      69.9212      90.0237    1420.31555     117.4083     191.7132
   1545.30029     163.5847     154.8849    1420.30029     127.0765     207.4964
   1545.28503     120.8324     177.2925    1420.28503     123.8088     201.0376
   1545.26978      49.3595      76.1387    1420.26978     107.0821     172.8371
   1545.25452      48.1391      74.8600    1420.25452      85.6391     137.4281
   1545.23926      48.3182      74.8779    1420.23926      69.2214     110.5367
   1545.22400      50.2912      76.3615    1420.22400      58.2683      92.1903
   1545.20874     111.3307     119.3448    1420.20874      51.0009      80.2923
   1545.19348      99.8374     139.3125    1420.19348      46.7646      72.8928
   1545.17822     141.8364     140.9354    1420.17822      44.3861      68.7433
   1545.16296      90.7362     104.8527    1420.16296      42.8910      66.3329
   1545.14771      55.1703      79.7446    1420.14771      42.2107      64.9029
   1545.13245      58.2351      81.9488    1420.13245      41.7059      63.9157
   1545.11719     122.4884     127.6131    1420.11719      41.4675      63.1867
   1545.10193     187.0218     173.1050    1420.10193      41.1986      62.7842
   1545.08667     328.1457     276.1798    1420.08667      41.0661      62.3403
   1545.07141     478.5451     386.6555    1420.07141      41.0294      62.0162
   1545.05615     271.8220     237.6779    1420.05615      40.9531      61.6817
   1545.04089      89.6730     108.5171    1420.04089      40.9551      61.3770
   1545.02563     174.2745     217.6833    1420.02563      40.8732      61.0117
   1545.01038      94.6505     129.1224    1420.01038      40.8247      60.8896
   1544.99512      51.7870      78.5103    1419.99512      40.7616      60.6224
   1544.97986      48.0769      74.7320    1419.97986      40.6930      60.3111
   1544.96460      46.5918      73.5200    1419.96460      40.6206      60.1049
   1544.94934      45.9812      72.8102    1419.94934      40.5790      59.8031
   1544.93408      45.4813      72.4770    1419.93408      40.5600      59.5026
   1544.91882      45.1632      72.1261    1419.91882      40.4917      59.1591
   1544.90356      44.8921      71.8780    1419.90356      40.4608      59.0327
   1544.88831      44.7199      71.5321    1419.88831      40.4608      58.7346
   1544.87305      44.6030      71.4791    1419.87305      40.3292      58.4263
   1544.85779      44.3824      71.2241    1419.85779      40.3507      58.1860
   1544.84253      44.2772      71.0158    1419.84253      40.2632      57.8476
   1544.82727      44.1799      70.9043    1419.82727      40.2364      57.6162
   1544.81201      44.0816      70.9462    1419.81201      40.1405      57.3770
   1544.79675      43.9952      70.5546    1419.79675      40.0896      57.1747
   1544.78149      43.9440      70.5980    1419.78149      39.9816      56.8502
   1544.76624      43.8398      70.5501    1419.76624      39.9949      56.6025
   1544.75098      43.7502      70.2894    1419.75098      39.9010      56.2923
   1544.73572      43.6691      70.1364    1419.73572      39.9127      56.0722
   1544.72046      43.6080      70.0441    1419.72046      39.8317      55.8155
   1544.70520      43.5533      69.8609    1419.70520      39.7672      55.5371
   1544.68994      43.4258      69.7017    1419.68994      39.7128      55.1690
   1544.67468      43.4375      69.7285    1419.67468      39.6678      54.9489
   1544.65942      43.3844      69.6321    1419.65942      39.5690      54.6833
   1544.64417      43.3298      69.4081    1419.64417      39.4999      54.3966
   1544.62891      43.5167      69.4392    1419.62891      39.5085      54.2104
   1544.61365      43.6545      70.0772    1419.61365      39.3780      53.9417
   1544.59839      43.7017      70.0326    1419.59839      39.3082      53.6093
   1544.58313      43.9740      70.6521    1419.58313      39.1732      53.3492
   1544.56787      44.0289      70.7169    1419.56787      39.1675      53.1623
   1544.55261      43.8758      70.6166    1419.55261      39.0596      52.8443
   1544.53735      43.9437      70.4002    1419.53735      38.9928      52.5939
   1544.52209      44.0313      70.5864    1419.52209      38.9177      52.2768
   1544.50684      47.0843      76.8565    1419.50684      38.8685      52.0336
   1544.49158      43.9806      70.1858    1419.49158      38.7541      51.7432
   1544.47632      42.8180      68.2789    1419.47632      38.6677      51.4719
   1544.46106      42.6988      67.9236    1419.46106      38.5734      51.2011
   1544.44580      42.4840      67.6123    1419.44580      38.4695      50.9505
   1544.43054      42.3540      67.2784    1419.43054      38.4012      50.6425
   1544.41528      42.2485      67.1741    1419.41528      38.3426      50.3500
   1544.40002      42.1684      66.8808    1419.40002      38.2342      50.0581
   1544.38477      42.2747      67.0276    1419.38477      38.1262      49.7615
   1544.36951      41.8945      66.3839    1419.36951      37.9727      49.5536
   1544.35425      41.8536      66.2089    1419.35425      37.9090      49.2730
   1544.33899      41.6352      65.9050    1419.33899      37.8697      48.9838
   1544.32373      41.6395      65.7942    1419.32373      37.7893      48.7228
   1544.30847      41.5591      65.5945    1419.30847      37.6363      48.4380
   1544.29321      41.4521      65.4295    1419.29321      37.5714      48.1485
   1544.27795      41.7044      65.6832    1419.27795      37.4386      47.8976
   1544.26270      42.8378      67.8731    1419.26270      37.3562      47.5833
   1544.24744      43.4741      68.6461    1419.24744      37.2372      47.2770
   1544.23218      43.8653      69.3329    1419.23218      37.1182      47.0663
   1544.21692      44.1761      69.9527    1419.21692      37.0505      46.6948
   1544.20166      44.6574      70.2069    1419.20166      36.8887      46.4403
   1544.18640      45.1166      70.7259    1419.18640      36.7528      46.1054
   1544.17114      45.7923      72.1388    1419.17114      36.6405      45.9107
   1544.15588      46.3528      73.0843    1419.15588      36.5225      45.5827
   1544.14062      53.9718      87.4345    1419.14062      36.4714      45.3647
   1544.12537      59.6373      97.3608    1419.12537      36.3166      45.0232
   1544.11011      57.4160      93.7337    1419.11011      36.2086      44.7877
   1544.09485      56.6998      93.3274    1419.09485      36.0950      44.4465
   1544.07959      57.7383      94.5254    1419.07959      35.9003      44.1806
   1544.06433      60.8085     101.5305    1419.06433      35.7579      43.9257
   1544.04907      48.6657      80.4766    1419.04907      35.6669      43.6733
   1544.03381      40.6003      63.4156    1419.03381      35.5319      43.2951
   1544.01855      39.8789      61.9223    1419.01855      35.4065      43.0254
   1544.00330      39.5161      61.1964    1419.00330      35.2285      42.8384
   1543.98804      39.3569      60.8659    1418.98804      35.1039      42.4581
   1543.97278      39.1420      60.4324    1418.97278      35.0535      42.2257
   1543.95752      38.9426      60.0431    1418.95752      34.8558      41.9467
   1543.94226      38.7700      59.7057    1418.94226      34.6982      41.6361
   1543.92700      38.5964      59.5222    1418.92700      34.5270      41.4088
   1543.91174      38.4862      59.2623    1418.91174      34.3882      41.1119
   1543.89648      38.3231      58.7942    1418.89648      34.3061      40.8227
   1543.88123      38.1624      58.5405    1418.88123      34.1205      40.5961
   1543.86597      38.0504      58.2416    1418.86597      33.9946      40.2222
   1543.85071      37.9083      57.9539    1418.85071      33.8163      39.8979
   1543.83545      37.7296      57.7106    1418.83545      33.6791      39.6873
   1543.82019      37.5832      57.3433    1418.82019      33.5495      39.3804
   1543.80493      37.3806      57.0074    1418.80493      33.3926      39.1322
   1543.78967      37.2837      56.7831    1418.78967      33.1925      38.9191
   1543.77441      37.1266      56.4340    1418.77441      33.1025      38.5341
   1543.75916      37.0020      56.0808    1418.75916      32.9200      38.2956
   1543.74390      36.7708      55.7734    1418.74390      32.7556      38.0815
   1543.72864      36.6283      55.4173    1418.72864      32.6254      37.7979
   1543.71338      36.4569      55.1631    1418.71338      32.4594      37.5007
   1543.69812      36.3459      54.9227    1418.69812      32.3348      37.2449
   1543.68286      36.2197      54.5168    1418.68286      32.1302      37.0478
   1543.66760      36.0105      54.3194    1418.66760      31.9346      36.7142
   1543.65234      35.9178      53.8556    1418.65234      31.8345      36.4281
   1543.63708      35.6155      53.5632    1418.63708      31.6471      36.1642
   1543.62183      35.4599      53.2914    1418.62183      31.5137      35.8419
   1543.60657      35.3300      52.9367    1418.60657      31.3165      35.5805
   1543.59131      35.1820      52.6594    1418.59131      31.1608      35.4311
   1543.57605      34.9597      52.3661    1418.57605      30.9648      35.0833
   1543.56079      34.8246      51.9934    1418.56079      30.8579      34.8321
   1543.54553      34.7168      51.7140    1418.54553      30.6513      34.5867
   1543.53027      34.5755      51.3626    1418.53027      30.4991      34.3497
   1543.51501      34.4095      51.0047    1418.51501      30.3308      34.0838
   1543.49976      34.2217      50.7603    1418.49976      30.1372      33.9023
   1543.48450      34.0901      50.5135    1418.48450      30.0195      33.5583
   1543.46924      34.0061      50.2393    1418.46924      29.7682      33.3518
   1543.45398      33.8317      49.8532    1418.45398      29.6811      33.1214
   1543.43872      33.7262      49.6029    1418.43872      29.4900      32.8242
   1543.42346      33.6750      49.4170    1418.42346      29.2694      32.6029
   1543.40820      33.7060      49.2153    1418.40820      29.1055      32.3590
   1543.39294      34.7570      49.8982    1418.39294      28.9607      32.1594
   1543.37769      42.8059      56.1670    1418.37769      28.7825      31.8779
   1543.36243      52.2858      63.6230    1418.36243      28.6078      31.6689
   1543.34717      53.7364      64.4524    1418.34717      28.4145      31.4237
   1543.33191      53.6426      64.2276    1418.33191      28.2033      31.1820
   1543.31665      53.1825      63.7172    1418.31665      28.0669      30.9867
   1543.30139      53.3086      63.4475    1418.30139      27.9263      30.7403
   1543.28613      52.6043      62.7679    1418.28613      27.7280      30.5325
   1543.27087      52.3500      62.3868    1418.27087      27.5777      30.2731
   1543.25562      52.1115      62.0766    1418.25562      27.4213      30.0504
   1543.24036      51.0458      60.7723    1418.24036      27.2717      29.8399
   1543.22510      43.3788      54.5642    1418.22510      27.0707      29.5988
   1543.20984      34.3771      47.4926    1418.20984      26.9409      29.4395
   1543.19458      34.3195      47.5458    1418.19458      26.7221      29.1791
   1543.17932      66.5663      76.6710    1418.17932      26.5539      28.9903
   1543.16406      83.9756      91.6956    1418.16406      26.4219      28.7726
   1543.14880      35.3593      48.1619    1418.14880      26.2304      28.6040
   1543.13354      32.8353      45.6481    1418.13354      26.0660      28.3993
   1543.11829      33.3904      46.1057    1418.11829      25.9198      28.2101
   1543.10303      41.6174      53.2152    1418.10303      25.7483      28.0143
   1543.08777     122.3328     124.7295    1418.08777      25.6008      27.8446
   1543.07251     130.0109     130.3887    1418.07251      25.4419      27.6215
   1543.05725     126.7573     127.6926    1418.05725      25.2776      27.4447
   1543.04199      61.7047      70.0530    1418.04199      25.0911      27.2112
   1543.02673      33.0733      44.7726    1418.02673      24.9580      27.0638
   1543.01147      30.8906      42.7867    1418.01147      24.7868      26.8851
   1542.99622      29.8831      41.7526    1417.99622      24.6121      26.7339
